Symbol,Name,Country,Sector,Industry
LGN,Legence Corp. Class A Common stock,United States,Consumer Discretionary,Engineering & Construction
LGND,Ligand Pharmaceuticals Incorporated Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
LI,Li Auto Inc. American Depositary Shares,China,Industrials,Auto Manufacturing
LIF,Life360 Inc. Common Stock,United States,,
LILA,Liberty Latin America Ltd. Class A Common Stock,United States,Telecommunications,Cable & Other Pay Television Services
LILAK,Liberty Latin America Ltd. Class C Common Stock,United States,Telecommunications,Cable & Other Pay Television Services
LIN,Linde plc Ordinary Shares,United States,Basic Materials,Major Chemicals
LINC,Lincoln Educational Services Corporation Common Stock,United States,Real Estate,Other Consumer Services
LIND,Lindblad Expeditions Holdings Inc. Common Stock,United States,Consumer Discretionary,Transportation Services
LINE,Lineage Inc. Common Stock,United States,Real Estate,Real Estate Investment Trusts
LITE,Lumentum Holdings Inc. Common Stock,United States,Telecommunications,Telecommunications Equipment
LIVN,LivaNova PLC Ordinary Shares,United Kingdom,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
LKFN,Lakeland Financial Corporation Common Stock,United States,Finance,Major Banks
LKQ,LKQ Corporation Common Stock,United States,Consumer Discretionary,Motor Vehicles
LLYVA,Liberty Media Corporation Series A Liberty Live Common Stock,United States,Industrials,Broadcasting
LLYVK,Liberty Media Corporation Series C Liberty Live Common Stock,United States,Industrials,Broadcasting
LMAT,LeMaitre Vascular Inc. Common Stock,United States,Health Care,Medical/Dental Instruments
LMB,Limbach Holdings Inc. Common Stock,United States,Consumer Discretionary,Engineering & Construction
LNT,Alliant Energy Corporation Common Stock,United States,Utilities,Power Generation
LNTH,Lantheus Holdings Inc. Common Stock,United States,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
LNW,Light & Wonder Inc. Common Stock,United States,Technology,EDP Services
LOGI,Logitech International S.A. Ordinary Shares,United States,Technology,Computer peripheral equipment
LOPE,Grand Canyon Education Inc. Common Stock,United States,Real Estate,Other Consumer Services
LOT,Lotus Technology Inc. American Depositary Shares,China,Industrials,Auto Manufacturing
LPLA,LPL Financial Holdings Inc. Common Stock,United States,Finance,Investment Bankers/Brokers/Service
LQDA,Liquidia Corporation Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
LQDT,Liquidity Services Inc. Common Stock,United States,Real Estate,Real Estate
LRCX,Lam Research Corporation Common Stock,United States,Technology,Industrial Machinery/Components
LRMR,Larimar Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
LSAK,Lesaka Technologies Inc. Common Stock,South Africa,Finance,Investment Bankers/Brokers/Service
LSCC,Lattice Semiconductor Corporation Common Stock,United States,Technology,Semiconductors
LSTR,Landstar System Inc. Common Stock,United States,Industrials,Trucking Freight/Courier Services
LTBR,Lightbridge Corporation Common Stock,United States,Consumer Discretionary,Professional Services
LULU,lululemon athletica inc. Common Stock,Canada,Consumer Discretionary,Apparel
LUNR,Intuitive Machines Inc. Class A Common Stock,United States,Industrials,Industrial Machinery/Components
LWAY,Lifeway Foods Inc. Common Stock,United States,Consumer Staples,Packaged Foods
LWLG,Lightwave Logic Inc. Common Stock,United States,Industrials,Containers/Packaging
LX,LexinFintech Holdings Ltd. American Depositary Shares,China,Finance,Finance: Consumer Services
LXRX,Lexicon Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
LYFT,Lyft Inc. Class A Common Stock,United States,Real Estate,Real Estate
LYTS,LSI Industries Inc. Common Stock,United States,Consumer Discretionary,Building Products
LZ,LegalZoom.com Inc. Common Stock,United States,Technology,EDP Services
LZMH,LZ Technology Holdings Limited Class B Ordinary Shares,China,Technology,EDP Services
MAAS,Maase Inc. Class A Ordinary Shares,China,Finance,Investment Managers
MAMA,Mama's Creations Inc. Common Stock,United States,Consumer Staples,Specialty Foods
MANH,Manhattan Associates Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software
MAR,Marriott International Class A Common Stock,United States,Consumer Discretionary,Hotels/Resorts
MARA,MARA Holdings Inc. Common Stock,United States,Technology,EDP Services
MASI,Masimo Corporation Common Stock,United States,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
MAT,Mattel Inc. Common Stock,United States,Consumer Discretionary,Recreational Games/Products/Toys
MATW,Matthews International Corporation Class A Common Stock,United States,Telecommunications,Metal Fabrications
MAZE,Maze Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MBIN,Merchants Bancorp Common Stock,United States,Finance,Major Banks
MBINL,Merchants Bancorp Depositary Shares Each Representing a 1/40thInterest in a Share of 7.25% Fixed Rate Series E Non-CumulativePerpetual Preferred Stock without par value,United States,Finance,Major Banks
MBINM,Merchants Bancorp Depositary Shares Each Representing a 1/40th Interest in a Share of 8.25% Fixed-Rate Reset Series D Non-Cumulative Perpetual Preferred Stock,United States,Finance,Major Banks
MBINN,Merchants Bancorp Depositary Shares Preferred Series C,United States,Finance,Major Banks
MBLY,Mobileye Global Inc. Class A Common Stock,Israel,Technology,Computer Software: Prepackaged Software
MBUU,Malibu Boats Inc. Class A Common Stock,United States,Industrials,Marine Transportation
MBWM,Mercantile Bank Corporation Common Stock,United States,Finance,Major Banks
MBX,MBX Biosciences Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
MCBS,MetroCity Bankshares Inc. Common Stock,United States,Finance,Major Banks
MCFT,MasterCraft Boat Holdings Inc. Common Stock,United States,Industrials,Marine Transportation
MCHB,Mechanics Bancorp Class A Common Stock,United States,Finance,Major Banks
MCHP,Microchip Technology Incorporated Common Stock,United States,Technology,Semiconductors
MCHPP,Microchip Technology Incorporated Depositary Shares Each Representing a 1/20th Interest in a Share of 7.50% Series A Mandatory Convertible Preferred Stock,United States,Technology,Semiconductors
MCRI,Monarch Casino & Resort Inc. Common Stock,United States,Consumer Discretionary,Hotels/Resorts
MCW,Mister Car Wash Inc. Common Stock,United States,Consumer Discretionary,Automotive Aftermarket
MDB,MongoDB Inc. Class A Common Stock,United States,Technology,Computer Software: Prepackaged Software
MDGL,Madrigal Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
MDLZ,Mondelez International Inc. Class A Common Stock,United States,Consumer Staples,Packaged Foods
MDXG,MiMedx Group Inc Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
MEDP,Medpace Holdings Inc. Common Stock,United States,Health Care,Biotechnology: Commercial Physical & Biological Resarch
MELI,MercadoLibre Inc. Common Stock,Argentina,Real Estate,Real Estate
MENS,Jyong Biotech Ltd. Ordinary Shares,Taiwan,Health Care,Biotechnology: Pharmaceutical Preparations
MEOH,Methanex Corporation Common Stock,Canada,Industrials,Major Chemicals
MESO,Mesoblast Limited American Depositary Shares,Australia,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
META,Meta Platforms Inc. Class A Common Stock,United States,Technology,Computer Software: Programming Data Processing
METC,Ramaco Resources Inc. Class A Common Stock,United States,Energy,Coal Mining
METCB,Ramaco Resources Inc. Class B Common Stock,United States,Energy,Coal Mining
MFH,Mercurity Fintech Holding Inc. Ordinary Shares,China,Finance,Finance: Consumer Services
MFIC,MidCap Financial Investment Corporation Common Stock,United States,Finance,Finance/Investors Services
MFICL,MidCap Financial Investment Corporation 8.00% Notes due 2028,United States,Finance,Finance/Investors Services
MGEE,MGE Energy Inc,United States,Energy,Electric Utilities: Central
MGIC,Magic Software Enterprises Ltd. Ordinary Shares,Israel,Technology,Computer Software: Prepackaged Software
MGNI,Magnite Inc. Common Stock,United States,Technology,Computer Software: Programming Data Processing
MGPI,MGP Ingredients Inc.,United States,Consumer Staples,Beverages (Production/Distribution)
MGRC,McGrath RentCorp Common Stock,United States,Consumer Discretionary,Diversified Commercial Services
MGTX,MeiraGTx Holdings plc Ordinary Shares,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MIDD,Middleby Corporation (The) Common Stock,United States,Industrials,Industrial Machinery/Components
MIRM,Mirum Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
MITK,Mitek Systems Inc. Common Stock,United States,Technology,Computer peripheral equipment
MKSI,MKS Inc. Common Stock,United States,Industrials,Industrial Machinery/Components
MKTX,MarketAxess Holdings Inc. Common Stock,United States,Finance,Investment Bankers/Brokers/Service
MLAB,Mesa Laboratories Inc. Common Stock,United States,Industrials,Industrial Machinery/Components
MLCO,Melco Resorts & Entertainment Limited American Depositary Shares,Hong Kong,Consumer Discretionary,Hotels/Resorts
MLKN,MillerKnoll Inc. Common Stock,United States,Consumer Discretionary,Office Equipment/Supplies/Services
MLTX,MoonLake Immunotherapeutics Class A Ordinary Shares,United States,Health Care,Biotechnology: Pharmaceutical Preparations
MLYS,Mineralys Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
MMSI,Merit Medical Systems Inc. Common Stock,United States,Health Care,Medical/Dental Instruments
MMYT,MakeMyTrip Limited Ordinary Shares,India,Consumer Discretionary,Transportation Services
MNDY,monday.com Ltd. Ordinary Shares,Israel,Technology,Computer Software: Prepackaged Software
MNKD,MannKind Corporation Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
MNMD,Mind Medicine (MindMed) Inc. Common Shares,United States,Health Care, Medicinal Chemicals and Botanical Products 
MNPR,Monopar Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
MNRO,Monro Inc. Common Stock,United States,Consumer Discretionary,Automotive Aftermarket
MNST,Monster Beverage Corporation,United States,Consumer Staples,Beverages (Production/Distribution)
MOBBW,Mobilicom Limited Warrants,Israel,Industrials,Aerospace
MOFG,MidWestOne Financial Gp Common Stock,United States,Finance,Major Banks
MOMO,Hello Group Inc. American Depositary Shares,China,Technology,Computer Software: Prepackaged Software
MORN,Morningstar Inc. Common Stock,United States,Finance,Investment Managers
MPAA,Motorcar Parts  of America Inc. Common Stock,United States,Consumer Discretionary,Auto Parts:O.E.M.
MPB,Mid Penn Bancorp Common Stock,United States,Finance,Major Banks
MPWR,Monolithic Power Systems Inc. Common Stock,United States,Technology,Semiconductors
MQ,Marqeta Inc. Class A Common Stock,United States,Technology,Computer Software: Prepackaged Software
MRCY,Mercury Systems Inc Common Stock,United States,Technology,Electrical Products
MRNA,Moderna Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MRTN,Marten Transport Ltd. Common Stock,United States,Industrials,Trucking Freight/Courier Services
MRUS,Merus N.V. Common Shares,Netherlands,Health Care,Biotechnology: Pharmaceutical Preparations
MRVI,Maravai LifeSciences Holdings Inc. Class A Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
MRVL,Marvell Technology Inc. Common Stock,United States,Technology,Semiconductors
MRX,Marex Group plc Ordinary Shares,United Kingdom,Finance,Investment Bankers/Brokers/Service
MSBI,Midland States Bancorp Inc. Common Stock,United States,Finance,Major Banks
MSBIP,Midland States Bancorp Inc. Depositary Shares Each Representing a 1/40th Interest in a Share of 7.750% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock Series A,United States,Finance,Major Banks
MSEX,Middlesex Water Company Common Stock,United States,Utilities,Water Supply
MSFT,Microsoft Corporation Common Stock,United States,Technology,Computer Software: Prepackaged Software
MSTR,Strategy Inc Common Stock Class A,United States,Technology,Computer Software: Prepackaged Software
MTCH,Match Group Inc. Common Stock,United States,Technology,Computer Software: Programming Data Processing
MTLS,Materialise NV American Depositary Shares,Belgium,Technology,Computer Software: Prepackaged Software
MTRX,Matrix Service Company Common Stock,United States,Consumer Discretionary,Engineering & Construction
MTSI,MACOM Technology Solutions Holdings Inc. Common Stock,United States,Technology,Semiconductors
MTSR,Metsera Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
MU,Micron Technology Inc. Common Stock,United States,Technology,Semiconductors
MVBF,MVB Financial Corp. Common Stock,United States,Finance,Major Banks
MVIS,MicroVision Inc. Common Stock,United States,Technology,Industrial Machinery/Components
MVST,Microvast Holdings Inc. Common Stock,United States,Miscellaneous,Industrial Machinery/Components
MXL,MaxLinear Inc. Common Stock,United States,Technology,Semiconductors
MYGN,Myriad Genetics Inc. Common Stock,United States,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
MYRG,MYR Group Inc. Common Stock,United States,Industrials,Water Sewer Pipeline Comm & Power Line Construction
MZTI,The Marzetti Company Common Stock,United States,Consumer Staples,Packaged Foods
NAGE,Niagen Bioscience Inc. Common Stock,United States,Health Care, Medicinal Chemicals and Botanical Products 
NAMS,NewAmsterdam Pharma Company N.V. Ordinary Shares,Netherlands,Health Care,Biotechnology: Pharmaceutical Preparations
NAMSW,NewAmsterdam Pharma Company N.V. Warrant,Netherlands,Health Care,Biotechnology: Pharmaceutical Preparations
NATH,Nathan's Famous Inc. Common Stock,United States,Consumer Discretionary,Restaurants
NAVI,Navient Corporation Common Stock,United States,Finance,Investment Bankers/Brokers/Service
NB,NioCorp Developments Ltd. Common Stock,United States,Basic Materials,Metal Mining
NBBK,NB Bancorp Inc. Common Stock,United States,Finance,Banks
NBIS,Nebius Group N.V. Class A Ordinary Shares,Netherlands,Technology,Computer Software: Programming Data Processing
NBIX,Neurocrine Biosciences Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NBN,Northeast Bank Common Stock,United States,Finance,Major Banks
NBTB,NBT Bancorp Inc. Common Stock,United States,Finance,Major Banks
NBTX,Nanobiotix S.A. American Depositary Shares,France,Health Care,Biotechnology: Pharmaceutical Preparations
NCMI,National CineMedia Inc. Common Stock,United States,Consumer Discretionary,Advertising
NCNO,nCino Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software
NDAQ,Nasdaq Inc. Common Stock,United States,Finance,Investment Bankers/Brokers/Service
NDSN,Nordson Corporation Common Stock,United States,Industrials,Industrial Machinery/Components
NEGG,Newegg Commerce Inc. Common Shares,China,Consumer Discretionary,Other Specialty Stores
NEO,NeoGenomics Inc. Common Stock,United States,Health Care,Precision Instruments
NEOG,Neogen Corporation Common Stock,United States,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
NESR,National Energy Services Reunited Corp Ordinary Shares,United States,Energy,Oilfield Services/Equipment
NEWT,NewtekOne Inc. Common Stock,United States,Finance,Major Banks
NEWTG,NewtekOne Inc. 8.50% Fixed Rate Senior Notes due 2029,United States,Finance,Major Banks
NEWTI,NewtekOne Inc. 8.00% Fixed Rate Senior Notes due 2028,United States,Finance,Major Banks
NEWTP,NewtekOne Inc. Depositary Shares Non-Cumulative Perpetual Preferred Stock Series B,United States,Finance,Major Banks
NEWTZ,NewtekOne Inc. 5.50% Notes Due 2026,United States,Finance,Major Banks
NEXN,Nexxen International Ltd. Ordinary Shares,Israel,Technology,Computer Software: Programming Data Processing
NEXT,NextDecade Corporation Common Stock,United States,Utilities,Oil & Gas Production
NFBK,Northfield Bancorp Inc. Common Stock (Delaware),United States,Finance,Savings Institutions
NFE,New Fortress Energy Inc. Class A Common Stock,United States,Utilities,Oil/Gas Transmission
NFLX,Netflix Inc. Common Stock,United States,Consumer Discretionary,Consumer Electronics/Video Chains
NHPAP,National Healthcare Properties Inc. 7.375% Series A Cumulative Redeemable Perpetual Preferred Stock,United States,Real Estate,Real Estate Investment Trusts
NHPBP,National Healthcare Properties Inc. 7.125% Series B Cumulative Redeemable Perpetual Preferred Stock,United States,Real Estate,Real Estate Investment Trusts
NICE,NICE Ltd American Depositary Shares,Israel,Technology,Computer Software: Prepackaged Software
NIPG,NIP Group Inc. American Depositary Shares,Sweden,Consumer Discretionary,Services-Misc. Amusement & Recreation
NIU,Niu Technologies American Depositary Shares,China,Industrials,Auto Manufacturing
NKTR,Nektar Therapeutics  Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
NMFC,New Mountain Finance Corporation Common Stock,United States,Finance,Finance/Investors Services
NMFCZ,New Mountain Finance Corporation 8.250% Notes due 2028,United States,,
NMIH,NMI Holdings Inc. Common Stock,United States,Finance,Property-Casualty Insurers
NMRK,Newmark Group Inc. Class A Common Stock,United States,Finance,Real Estate
NN,NextNav Inc. Common Stock,United States,Industrials,Industrial Machinery/Components
NNAVW,NextNav Inc. Warrant,United States,Industrials,Industrial Machinery/Components
NNDM,Nano Dimension Ltd. American Depositary Shares,Israel,Technology,Electrical Products
NNE,Nano Nuclear Energy Inc. Common Stock,United States,Utilities,Electric Utilities: Central
NNNN,Anbio Biotechnology Class A Ordinary Shares,Germany,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
NOVT,Novanta Inc. Common Stock,United States,Miscellaneous,Industrial Machinery/Components
NPCE,Neuropace Inc. Common Stock,United States,Health Care,Medical/Dental Instruments
NRC,National Research Corporation Common Stock (Delaware),United States,Health Care,Biotechnology: Commercial Physical & Biological Resarch
NRDS,NerdWallet Inc. Class A Common Stock,United States,Technology,EDP Services
NRIM,Northrim BanCorp Inc Common Stock,United States,Finance,Savings Institutions
NRIX,Nurix Therapeutics Inc. Common stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
NSIT,Insight Enterprises Inc. Common Stock,United States,Consumer Discretionary,Catalog/Specialty Distribution
NSSC,NAPCO Security Technologies Inc. Common Stock,United States,Telecommunications,Telecommunications Equipment
NTAP,NetApp Inc. Common Stock,United States,Technology,Electronic Components
NTCT,NetScout Systems Inc. Common Stock,United States,Technology,EDP Services
NTES,NetEase Inc. American Depositary Shares,China,Technology,Computer Software: Prepackaged Software
NTGR,NETGEAR Inc. Common Stock,United States,Utilities,Telecommunications Equipment
NTLA,Intellia Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
NTNX,Nutanix Inc. Class A Common Stock,United States,Technology,Computer Software: Prepackaged Software
NTRA,Natera Inc. Common Stock,United States,Health Care,Medical Specialities
NTRS,Northern Trust Corporation Common Stock,United States,Finance,Major Banks
NTRSO,Northern Trust Corporation Depositary Shares Each Representing a 1/1000th Interest in a Share of Series E Non-Cumulative Perpetual Preferred Stock,United States,Finance,Major Banks
NUTX,Nutex Health Inc. Common Stock,United States,Real Estate,Real Estate
NUVL,Nuvalent Inc. Class A Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
NVAWW,Nova Minerals Limited Warrant,Australia,Basic Materials,Precious Metals
NVAX,Novavax Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NVCR,NovoCure Limited Ordinary Shares,Jersey,Health Care,Medical/Dental Instruments
NVDA,NVIDIA Corporation Common Stock,United States,Technology,Semiconductors
NVEC,NVE Corporation Common Stock,United States,Technology,Semiconductors
NVMI,Nova Ltd. Ordinary Shares,Israel,Technology,Electronic Components
NVTS,Navitas Semiconductor Corporation Common Stock,United States,Technology,Semiconductors
NWBI,Northwest Bancshares Inc. Common Stock,United States,Finance,Major Banks
NWE,NorthWestern Energy Group Inc. Common Stock,United States,Utilities,Power Generation
NWL,Newell Brands Inc. Common Stock,United States,Industrials,Plastic Products
NWPX,NWPX Infrastructure Inc. Common Stock,United States,Industrials,Steel/Iron Ore
NWS,News Corporation Class B Common Stock,United States,Consumer Discretionary,Newspapers/Magazines
NWSA,News Corporation Class A Common Stock,United States,Consumer Discretionary,Newspapers/Magazines
NXPI,NXP Semiconductors N.V. Common Stock,Netherlands,Technology,Semiconductors
NXST,Nexstar Media Group Inc. Common Stock,United States,Industrials,Broadcasting
NXT,Nextracker Inc. Class A Common Stock,United States,Industrials,Industrial Machinery/Components
NYAX,Nayax Ltd. Ordinary Shares,Israel,Technology,Computer Software: Prepackaged Software
OBT,Orange County Bancorp Inc. Common Stock,United States,Finance,Major Banks
OCFC,OceanFirst Financial Corp. Common Stock,United States,Finance,Major Banks
OCGN,Ocugen Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
OCS,Oculis Holding AG Ordinary shares,Switzerland,Health Care,Biotechnology: Pharmaceutical Preparations
OCSL,Oaktree Specialty Lending Corporation Common Stock,United States,Finance,Finance: Consumer Services
OCUL,Ocular Therapeutix Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
ODD,ODDITY Tech Ltd. Class A Ordinary Shares,Israel,Consumer Discretionary,Package Goods/Cosmetics
ODFL,Old Dominion Freight Line Inc. Common Stock,United States,Industrials,Trucking Freight/Courier Services
ODP,The ODP Corporation Common Stock,United States,Consumer Discretionary,Other Specialty Stores
OFIX,Orthofix Medical Inc. Common Stock (DE),Curacao,Health Care,Medical/Dental Instruments
OFLX,Omega Flex Inc. Common Stock,United States,Industrials,Industrial Specialties
OFSSH,OFS Capital Corporation 4.95% Notes due 2028,United States,Finance,Finance Companies
OKTA,Okta Inc. Class A Common Stock,United States,Technology,Computer Software: Prepackaged Software
OLED,Universal Display Corporation Common Stock,United States,Technology,Electrical Products
OLLI,Ollie's Bargain Outlet Holdings Inc. Common Stock,United States,Consumer Discretionary,Department/Specialty Retail Stores
OLMA,Olema Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
OLPX,Olaplex Holdings Inc. Common Stock,United States,Consumer Discretionary,Package Goods/Cosmetics
OMAB,Grupo Aeroportuario del Centro Norte S.A.B. de C.V. ADS,Mexico,Consumer Discretionary,Aerospace
OMCL,Omnicell Inc. Common Stock ($0.001 par value),United States,Technology,Computer Manufacturing
OMDA,Omada Health Inc. Common Stock,United States,Health Care,Medical/Nursing Services
ON,ON Semiconductor Corporation Common Stock,United States,Technology,Semiconductors
ONB,Old National Bancorp Common Stock,United States,Finance,Major Banks
ONBPO,Old National Bancorp Depositary Shares Each Representing a 1/40th Interest in a Share of Series C Preferred Stock,United States,Finance,Major Banks
ONBPP,Old National Bancorp Depositary Shares Each Representing a 1/40th Interest in a Share of Series A Preferred Stock,United States,Finance,Major Banks
ONC,BeOne Medicines Ltd. American Depositary Shares,Cayman Islands,Health Care,Biotechnology: Pharmaceutical Preparations
ONDS,Ondas Holdings Inc. Common Stock,United States,Technology,Radio And Television Broadcasting And Communications Equipment
OPAL,OPAL Fuels Inc. Class A Common Stock,United States,Utilities,Natural Gas Distribution
OPCH,Option Care Health Inc. Common Stock,United States,Health Care,Medical/Nursing Services
OPEN,Opendoor Technologies Inc Common Stock,United States,Finance,Real Estate
OPINL,Office Properties Income Trust 6.375% Senior Notes due 2050,United States,Finance,Real Estate
OPK,OPKO Health Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
OPRA,Opera Limited American Depositary Shares,Norway,Technology,Computer Software: Prepackaged Software
OPRX,OptimizeRx Corporation Common Stock,United States,Real Estate,Real Estate
ORGO,Organogenesis Holdings Inc. Class A Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
ORIC,Oric Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
ORKA,Oruka Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
ORLY,O'Reilly Automotive Inc. Common Stock,United States,Consumer Discretionary,Auto & Home Supply Stores
ORRF,Orrstown Financial Services Inc. Common Stock,United States,Finance,Major Banks
OS,OneStream Inc. Class A Common Stock,United States,Technology,Computer Software: Prepackaged Software
OSBC,Old Second Bancorp Inc. Common Stock,United States,Finance,Major Banks
OSIS,OSI Systems Inc. Common Stock (DE),United States,Technology,Semiconductors
OSPN,OneSpan Inc. Common Stock,United States,Technology,EDP Services
OSW,OneSpaWorld Holdings Limited Common Shares,Bahamas,Consumer Discretionary,Hotels/Resorts
OTEX,Open Text Corporation Common Shares,Canada,Technology,EDP Services
OTLY,Oatly Group AB American Depositary Shares,Sweden,Consumer Staples,Packaged Foods
OTTR,Otter Tail Corporation Common Stock,United States,Utilities,Electric Utilities: Central
OUST,Ouster Inc. Common Stock,United States,Industrials,Industrial Machinery/Components
OXLC,Oxford Lane Capital Corp. Common Stock,United States,Finance,Investment Managers
OXLCL,Oxford Lane Capital Corp. 6.75% Notes due 2031,United States,Finance,Finance Companies
OXLCN,Oxford Lane Capital Corp. 7.125% Series 2029 Term Preferred Stock,United States,Finance,Investment Managers
OXLCO,Oxford Lane Capital Corp. Preferred Stock Shares 6.00% Series 2029,United States,Finance,Investment Managers
OXLCP,Oxford Lane Capital Corp. 6.25% Series 2027 Term Preferred Shares,United States,Finance,Investment Managers
OXLCZ,Oxford Lane Capital Corp. 5.00% Notes due 2027,United States,Finance,Finance Companies
OXSQG,Oxford Square Capital Corp. 5.50% Notes due 2028,United States,Consumer Discretionary,Other Consumer Services
OZK,Bank OZK Common Stock,United States,Finance,Major Banks
OZKAP,Bank OZK 4.625% Series A Non-Cumulative Perpetual Preferred Stock,United States,Finance,Major Banks
PAA,Plains All American Pipeline L.P. Common Units representing Limited Partner Interests,United States,Energy,Natural Gas Distribution
PACB,Pacific Biosciences of California Inc. Common Stock,United States,Industrials,Biotechnology: Laboratory Analytical Instruments
PAGP,Plains GP Holdings L.P. Class A Units representing Limited Partner Interests,United States,Energy,Natural Gas Distribution
PAHC,Phibro Animal Health Corporation Class A Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
PANL,Pangaea Logistics Solutions Ltd. Common Shares,United States,Consumer Discretionary,Marine Transportation
PANW,Palo Alto Networks Inc. Common Stock,United States,Technology,Computer peripheral equipment
PATK,Patrick Industries Inc. Common Stock,United States,Consumer Discretionary,Auto Parts:O.E.M.
PAX,Patria Investments Limited Class A Common Shares,Cayman Islands,Finance,Investment Managers
PAYO,Payoneer Global Inc. Common Stock,United States,Real Estate,Real Estate
PAYS,Paysign Inc. Common Stock,United States,Technology,EDP Services
PAYX,Paychex Inc. Common Stock,United States,Industrials,Diversified Commercial Services
PBFS,Pioneer Bancorp Inc. Common Stock,United States,Finance,Banks
PBPB,Potbelly Corporation Common Stock,United States,Consumer Discretionary,Restaurants
PCAR,PACCAR Inc. Common Stock,United States,Consumer Discretionary,Motor Vehicles
PCB,PCB Bancorp Common Stock,United States,Finance,Major Banks
PCH,PotlatchDeltic Corporation Common Stock,United States,Real Estate,Real Estate Investment Trusts
PCRX,Pacira BioSciences Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
PCT,PureCycle Technologies Inc. Common stock,United States,Industrials,Major Chemicals
PCTTW,PureCycle Technologies Inc. Warrant,United States,Industrials,Major Chemicals
PCTY,Paylocity Holding Corporation Common Stock,United States,Technology,Computer Software: Prepackaged Software
PCVX,Vaxcyte Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
PDD,PDD Holdings Inc. American Depositary Shares,China,Technology,EDP Services
PDFS,PDF Solutions Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software
PDLB,Ponce Financial Group Inc. Common Stock,United States,Finance,Savings Institutions
PDYN,Palladyne AI Corp. Common Stock,United States,Technology,Computer Software: Prepackaged Software
PEBO,Peoples Bancorp Inc. Common Stock,United States,Finance,Major Banks
PECO,Phillips Edison & Company Inc. Common Stock,United States,Real Estate,Real Estate Investment Trusts
PEGA,Pegasystems Inc. Common Stock,United States,Technology,EDP Services
PENG,Penguin Solutions Inc. Common Stock,United States,Technology,Semiconductors
PENN,PENN Entertainment Inc. Common Stock,United States,Consumer Discretionary,Hotels/Resorts
PEP,PepsiCo Inc. Common Stock,United States,Consumer Staples,Beverages (Production/Distribution)
PERI,Perion Network Ltd. Ordinary Shares,Israel,Technology,EDP Services
PFBC,Preferred Bank Common Stock,United States,Finance,Major Banks
PFG,Principal Financial Group Inc Common Stock,United States,Finance,Accident &Health Insurance
PFIS,Peoples Financial Services Corp. Common Stock,United States,Finance,Major Banks
